,id,tags,category,view,likes,comments,Title,datePublished
8267,8UMkUkTMJJk,"['English', 'Space', 'Sustainability', 'TEDxTalks', 'Technology']",29,1093,37,2,Space pollution: are we really going to make this mistake ? | Sabrina Andiappane | TEDxCannes,2021-12-17T16:16:12Z
8268,quNxheDtQUM,"['Empathy', 'English', 'Health', 'Life', 'Love', 'Neuroscience', 'Self improvement', 'Self-help', 'TEDxTalks']",29,628,35,6,The art & science of loving you | Joseph Gandolfo | TEDxDupreePark,2021-12-17T16:14:19Z
8269,cNAT7Y9Qj-I,"['Brazilian Life Behavior Happiness Humanity Learning Racism Schools', 'TEDxTalks Portuguese']",29,267,26,4,Estamos perdendo tempo ou vivendo? | Kell Silva | TEDxDivinopolis,2021-12-17T16:13:52Z
8270,4lIAsSzB3DY,"['English', 'Family', 'Identity', 'Life', 'Poetry', 'TEDxTalks']",29,315,16,1,Lost in Translation: The Poetry of Names | Pranavh Pradeep | TEDxPaceAcademy,2021-12-17T16:13:08Z
8271,T-NQT0C9iKM,"['Body', 'Brain', 'Cognitive science', 'Connection', 'English', 'Health', 'Mental health', 'Neurology', 'TEDxTalks']",29,775,39,2,How My Nervous System Became My Cup of Tea | Niloufer Merchant | TEDxStCloud,2021-12-17T16:10:09Z
8272,i5AaSs8aBWM,"['Achievement', 'Education', 'English', 'History', 'Identity', 'Journalism', 'Library', 'Race', 'TEDxTalks']",29,6608,139,4,Black history was missing from archives. Let's change that. | Julieanna L. Richardson | TEDxMileHigh,2021-12-17T16:08:14Z
8273,ooBsMjR-42Y,"['Acceptance', 'Empowerment', 'English', 'Entertainment', 'Music (performance)', 'Purpose', 'Song', 'TEDxTalks', 'Women']",29,614,47,13,Scars to Your Beautiful (cover) | Javeria Amin | TEDxGCULahore,2021-12-17T16:06:29Z
8274,F6AAqZr9NOE,"['Business', 'English', 'Grit', 'Life', 'TEDxTalks']",29,293,12,8,Ditch Grit and Go Big | Julia Pimsleur | TEDxBergenCommunityCollege,2021-12-17T16:06:13Z
8275,_-HxY0svuXc,"['Activism', 'Education', 'English', 'Health', 'Sex', 'TEDxTalks', ""Women's Rights""]",29,126,0,1,Is it normal? | Brittney Millspaugh-Storms | TEDxIndianaStateUniversityWomen,2021-12-17T16:05:38Z
8276,s06Ohb3adY8,"['Activism', 'English', 'Life', 'Motivation', 'Self improvement', 'TEDxTalks', ""Women's Rights""]",29,314,14,1,The Alpha Female | Katherine Pine | TEDxIndianaStateUniversityWomen,2021-12-17T16:04:32Z
8277,YIIM1PsGjeY,"['Activism', 'English', 'Human Rights', 'Immigration', 'Life', 'TEDxTalks', ""Women's Rights""]",29,82,2,1,“La disciplina es el camino a la felicidad” | Lucy Campbell | TEDxIndianaStateUniversityWomen,2021-12-17T16:04:12Z
8278,IV4uDXnDa6k,"['English', 'Life', 'Positive Thinking', 'Psychology', 'TEDxTalks']",29,40,0,0,The Musk Deer Syndrome | Brahmanand Siingh | TEDxIISERPune,2021-12-17T16:02:43Z
8279,9D5Lz3zM9N0,"['Diet', 'Empowerment', 'English', 'Exercise', 'Fitness', 'Health', 'Obesity', 'TEDxTalks']",29,197,8,0,Obesity: The Next Pandemic? | Kevin Zahri | TEDxMonashUniversityMalaysia,2021-12-17T16:00:10Z
8280,UQg2j87PNUI,"['Emotions', 'English', 'Life', 'Life Development', 'Life Hack', 'Lifestyle', 'TEDxTalks']",29,288,23,12,Our Daily Feelings Control Our Life | Phillip Robinson | TEDxYouth@Alief,2021-12-17T15:55:25Z
8281,AATNdGbXxcw,"['TEDxTalks Chinese', 'Traditional Business Agriculture Garden']",29,1590,11,1,"蘭花，美麗的力量 Orchid, The Power of Beauty | Chun-Pi Tseng | TEDxZhongXi",2021-12-16T22:22:28Z
8282,Dr-p5FFLhfg,"['Climate Change', 'Digital', 'German', 'Global Issues', 'Global issues', 'Innovation', 'TEDxTalks']",29,1355,27,3,Warum Innovation ein Schlüssel zur Rettung des Klimas ist | Karl-Heinz Land | TEDxEhrenfeld,2021-12-16T22:18:44Z
8283,eMBQiDxgk-A,"['Communication', 'German', 'Life', 'Love', 'Sexuality', 'TEDxTalks', 'Work']",29,737,21,3,Was mir Polyamorie über Veränderungsprozesse in Unternehmen beibringt | Hanna Parnow | TEDxEhrenfeld,2021-12-16T22:18:25Z
8284,vYpOZJYRzrw,"['German', 'Global Issues', 'Global issues', 'Medicine', 'Prejudice', 'Racism', 'Social Justice', 'Stereotype', 'TEDxTalks']",29,1750,66,13,Worüber niemand in der Medizin spricht | Shreyasi Bhattacharya | TEDxEhrenfeld,2021-12-16T22:17:56Z
8285,IDo5SttEIRI,"['Adventure', 'German', 'Health', 'Life', 'Mindfulness', 'Motivation', 'Sports', 'TEDxTalks']",29,648,6,1,"Extremlauf: Grenzen sind das, was dein Kopf draus macht | Anne-Marie Flammersfeld | TEDxEhrenfeld",2021-12-16T22:16:51Z
8286,_tmypesRT2Y,"['Design', 'Food', 'German', 'Health', 'Life', 'Mindfulness', 'Psychology', 'TEDxTalks']",29,551,12,3,"Wie uns Farben helfen, gesünder zu leben | Axel Buether | TEDxEhrenfeld",2021-12-16T22:16:22Z
8287,_J-XVJFZBQE,"['Comedy', 'German', 'Global Issues', 'Identity', 'Racism', 'Social Media', 'Society', 'Stereotype', 'TEDxTalks']",29,1434,52,6,Wie (soziale) Medien deine Identität und Zugehörigkeit formen | Gülcan Cetin | TEDxEhrenfeld,2021-12-16T22:15:31Z
8288,msAX3UUClq0,"['Architecture', 'Cities', 'Climate Change', 'Ecology', 'English', 'Global Issues', 'Green', 'Nature', 'TEDxTalks']",29,6304,221,19,How nature inspires the design of Indonesia's New Capital City | Sibarani Sofian | TEDxGateway,2021-12-16T22:14:46Z
8289,JSsJacd7bho,"['English', 'Entertainment', 'Soccer', 'Sports', 'TEDxTalks']",29,217,1,0,Shedding light on men’s professional soccer | Charlie Davies | TEDxBoston,2021-12-16T22:14:06Z
8290,qL6gtLObPlE,"['Business', 'English', 'Innovation', 'TEDxTalks', 'Technology']",29,459,2,0,How to transform an old city (Boston) into a new Silicon Valley | Steve Papa | TEDxBoston,2021-12-16T22:08:49Z
8291,q8n48vnfUtk,"['Brazilian Entertainment Art Creativity Curiosity Film Film Studies', 'TEDxTalks Portuguese']",29,641,42,17,O que as imagens e sons estão nos dizendo? | Igor Bastos | TEDxDivinopolis,2021-12-16T21:32:01Z
8292,g54M13-Pu7s,"['Health', 'Italian', 'Physiology', 'Research', 'TEDxTalks', 'Technology', 'Training']",29,679,9,1,Tornare a camminare meglio | Fausto Panizzolo | TEDxPadovaSalon,2021-12-16T21:28:44Z
8293,Xg7vOGJ4lOI,"['Business', 'Climate Change', 'French', 'TEDxTalks']",29,870,37,4,Innovons autrement face aux enjeux climatiques | Denis Galha Garcia | TEDxVannesSalon,2021-12-16T21:27:02Z
8294,tkWEnf-RjTc,"['Africa', 'Art', 'Arts education', 'Body language', 'Change', 'Development', 'English', 'TEDxTalks']",29,329,3,1,learning another language | Moshood AbdulAfeez Olalekan | TEDxOmdurmanAlahilaUniversity,2021-12-16T21:26:23Z
8295,wTvm8BChNPo,"['French', 'Life', 'Physiology', 'Sports', 'TEDxTalks', 'Travel']",29,5923,359,27,Libérez-vous avec le voyage métabolique | Axel Carion | TEDxCannes,2021-12-16T21:25:17Z
8296,9p2pl_Sw_Ts,"['Communication', 'Compassion', 'Consciousness', 'Empowerment', 'English', 'Humanities', 'Mindfulness', 'Motivation', 'TEDxTalks']",29,759,39,24,Empowered: The Four Liberators to Your Self-Empowerment | Maritza Coscarelli | TEDxOcala,2021-12-16T21:23:32Z
8297,dB1jSlAQzhY,"['English', 'Happiness', 'Life', 'Lifestyle', 'TEDxTalks', 'Visualization']",29,1702,25,1,"The View From 30,000 Feet-3 rules pilots use to survive | Shiraz Dalal | TEDxRaleigh",2021-12-16T21:22:52Z
8298,3GDLIud4d6A,"['English', 'Health', 'Neuroscience', 'Obesity', 'Public health', 'Science', 'TEDxTalks']",29,415,7,1,"Some Nerve for Saving Diabetic Lives | Stephen Barrett, DPM | TEDxRaleigh",2021-12-16T21:22:12Z
8299,pt_wpE4yzOQ,"['English', 'Entertainment', 'Music (performance)', 'TEDxTalks']",29,649,18,4,The Percussion Ensemble at UNT | Percussion Ensemble | TEDxUNT,2021-12-16T21:21:25Z
8300,_WPOsrRQfkk,"['Art', 'Composing', 'Emotions', 'English', 'History', 'Music (topic)', 'Psychology', 'Social Sciences', 'TEDxTalks']",29,12973,211,26,9 great composers explained in 9 emotions | Marcel Zentner | TEDxInnsbruck,2021-12-16T21:21:22Z
8301,vPDCeYMjISE,"['Academic', 'Change', 'Compassion', 'Creativity', 'Education', 'English', 'Learning', 'TEDxTalks']",29,329,9,2,A quest towards contemplative pedagogy | dr. Lela Mosemghvdlishvili | TEDxUniversiteitVanAmsterdam,2021-12-16T21:12:35Z
8302,k6-hgwgku4s,"['Biology', 'Change', 'English', 'Gender', 'Language', 'Neuroscience', 'Perception', 'Science', 'TEDxTalks']",29,356,9,2,Towards a non-binary vocabulary through science  | dr. Josien de Bie | TEDxUniversiteitVanAmsterdam,2021-12-16T21:12:01Z
8303,ozNXqR0X7Fc,"['Achievement', 'Body', 'Change', 'English', 'Exercise', 'Health', 'TEDxTalks', 'Training']",29,2136,26,0,Change into an athlete and live like a champion | Joep Rovers | TEDxUniversiteitVanAmsterdam,2021-12-16T21:11:51Z
8304,X7SxBoXZqeQ,"['Behavior', 'Change', 'Climate Change', 'English', 'Environment', 'Global Issues', 'Global issues', 'Sustainability', 'TEDxTalks']",29,789,28,1,Overcoming climate anxiety | James Marden | TEDxUniversiteitVanAmsterdam,2021-12-16T21:10:57Z
8305,0Z0hjywHMuk,"['Climate Change', 'English', 'Neurology', 'Neuroscience', 'Science', 'TEDxTalks']",29,691,17,2,How Climate Change Affects Our Brains | Burcin Ikiz | TEDxAlmansorPark,2021-12-16T20:59:24Z
8306,OMX4uCSHJtQ,"['Business', 'Food', 'Life', 'TEDxTalks', 'Turkish']",29,404,8,1,Gastronomi Labirentinde Doğru Yolda Mısın? | İsmet Saz | TEDxHacettepeUniversity,2021-12-16T20:57:03Z
8307,ossGYi_wm1k,"['Journalism', 'Life', 'Life Development', 'Success', 'TEDxTalks', 'Travel', 'Turkish']",29,189,2,0,"Matrix, Rahibeler ve Labirent | Fatih Türkmenoğlu | TEDxHacettepeUniversity",2021-12-16T20:56:49Z
8308,FaGo8WywaXw,"['Humanity', 'Psychology', 'Self-help', 'Social Sciences', 'TEDxTalks', 'Turkish']",29,12950,57,11,Mutluluk Öğrenilebilir Mi? | Başak Kişisel | TEDxHacettepeUniversity,2021-12-16T20:56:24Z
8309,386rjfvz4oU,"['Behavior', 'Education', 'Life', 'Self improvement', 'TEDxTalks', 'Turkish']",29,1613,72,7,Uzun İnce Bir Yoldayım | Gazi Huri | TEDxHacettepeUniversity,2021-12-16T20:56:07Z
8310,HYR9TD5jCEQ,"['Career', 'Change', 'Dreams', 'Life', 'TEDxTalks', 'Turkish']",29,3314,105,2,Bir Hayattan Başka Hayatlar Çıkarmak | Burkay Adalığ | TEDxHacettepeUniversity,2021-12-16T20:55:53Z
8311,KTxHyso89BI,"['Big problems', 'Drugs', 'Ecology', 'Entrepreneurship', 'Environment', 'Global Issues', 'Global issues', 'TEDxTalks', 'Turkish']",29,984,61,4,Yara Bandı | Hakan Girginer | TEDxHacettepeUniversity,2021-12-16T20:55:10Z
8312,izGngnXmXY4,"['Business', 'Digital', 'Life Hack', 'TEDxTalks', 'Turkish']",29,68028,177,9,Hayatı Hacklemek Telif ve Takas | Özgür Çağdaş | TEDxHacettepeUniversity,2021-12-16T20:54:02Z
8313,33voOqaXFEg,"['Business', 'Decision making', 'Entrepreneurship', 'Future', 'TEDxTalks', 'Turkish', 'Youth']",29,414,37,5,Krizde Yönünü Belirleme Sanatı | Ufuk Coşkun | TEDxHacettepeUniversity,2021-12-16T20:53:22Z
8314,Ai2vvEx8sJs,"['Change', 'English', 'Fear', 'Humanities', 'Life', 'Perception', 'Psychology', 'Society', 'TEDxTalks']",29,1168,69,12,Don’t confuse change with fakeness | Mahnoor Fatima | TEDxGCULahore,2021-12-16T20:22:04Z
8315,BJl818Auwfc,"['Art', 'COVID-19', 'Creativity', 'English', 'Literature', 'Mental health', 'Poetry', 'TEDxTalks', 'Writing']",29,345,22,4,"Writers, Writings, and COVID | Jawad Raza | TEDxGCULahore",2021-12-16T20:21:44Z
8316,tcu1WaMGvqk,"['Change', 'Choice', 'Happiness', 'Life', 'Spanish', 'TEDxTalks', 'Vulnerability']",29,177,5,1,Segunda Vida | Juan Antonio Khouri | TEDxComodoroRivadavia,2021-12-16T20:21:04Z
8317,2WISvLsAcXA,"['AI', 'Cyborg', 'Education reform', 'Spanish', 'TEDxTalks', 'Technology']",29,584,18,1,La Revolución de la Inteligencia Artificial y Su Precio | Cristian Benglenok | TEDxComodoroRivadavia,2021-12-16T20:20:46Z
8318,NSpu5Z28tu0,"['Art', 'Dance (performance)', 'Spanish', 'TEDxTalks']",29,301,6,0,Cuerpos y Espejismos | María Sol Villalobos | TEDxComodoroRivadavia,2021-12-16T20:20:18Z
8319,yhC66m79_k8,"['Art', 'Passion', 'Spanish', 'TEDxTalks', 'Women']",29,240,10,4,VOCES DE TRIBU- INTERVENCIÓN ARTÍSTICA | VOCES DE TRIBU | TEDxComodoroRivadavia,2021-12-16T20:19:42Z
8320,pRv_EZw3Bhw,"['Behavior', 'Brain', 'Children', 'English', 'Health', 'TEDxTalks']",29,337,34,15,We must change the way we treat Children's ADHD. | Hokehe Effiong | TEDxAliefStudio,2021-12-16T20:16:59Z
8321,3mm5N6POv-A,"['3D Technology', 'Craft', 'Design', 'Innovation', 'Invention', 'Italian', 'Life Development', 'TEDxTalks']",29,91,2,0,Una tribù globale: design e sedimentazione della conoscenza | Simone Spalvieri | TEDxMacerata,2021-12-16T20:07:31Z
8322,hv6YFBXvbKU,"['Body', 'Emotions', 'Italian', 'Life', 'Motivation', 'Self improvement', 'Sports', 'TEDxTalks', 'Training']",29,70,2,1,La nascita del movimento 'Principi': traguardo di un lungo viaggio | Paolo Principi | TEDxMacerata,2021-12-16T20:06:39Z
8323,VLJMvrL59L8,"['Activism', 'Change', 'Complexity', 'Diversity', 'Education', 'Italian', 'Stereotype', 'TEDxTalks', ""Women's Rights""]",29,175,5,0,Moleste a parte | Sara Fabbri | TEDxMacerata,2021-12-16T20:04:59Z
8324,a4J8IaTDUpE,"['3D Technology', 'Achievement', 'Art', 'Craft', 'Design', 'Ideas', 'Italian', 'TEDxTalks']",29,152,9,1,"Scultura Digitale e scelte sbagliate al momento giusto | Daniele ""Danko"" Angelozzi | TEDxMacerata",2021-12-16T20:04:21Z
8325,weNXuN0PPuI,"['Curiosity', 'Ideas', 'Innovation', 'Italian', 'Opportunities', 'Research', 'Science', 'TEDxTalks', 'Technology']",29,256,14,0,"I balzi del sapere, tra scienza e tecnologia  | Antonio Zoccoli | TEDxMacerata",2021-12-16T20:03:50Z
8326,QX_dYQ9Vyf0,"['Community', 'Disability', 'Diversity', 'Education', 'Italian', 'Life Development', 'Linguistics', 'Public Issues', 'TEDxTalks']",29,427,17,2,Dall'accessibilità all'inclusione | Elena Di Giovanni | TEDxMacerata,2021-12-16T20:03:20Z
8327,nplbM7KRvvo,"['Body language', 'Emotions', 'Hungarian', 'Life', 'Love', 'Self-help', 'TEDxTalks']",29,525,12,0,A légzésünk és az érzelmeink | Gyéresi Júlia | TEDxUdvarhely | Júlia Gyéresi | TEDxUdvarhely,2021-12-16T19:58:37Z
8328,FpcmmpDvkPo,"['Consciousness', 'Exploration', 'German', 'Life', 'Love', 'Mindfulness', 'Motivation', 'Spirituality', 'TEDxTalks']",29,213,9,3,Du bist die Brücke | Klaus Dietmar Johann Kern | TEDxDIT | Klaus Dietmar Johann Kern | TEDxDIT,2021-12-16T19:47:45Z
8329,_p-LMfd4NfA,"['Simplified Health Life Research', 'TEDxTalks Chinese']",29,81,1,0,The The sun made you gain weight.  | yu zhong | TEDxDongfengWestRd,2021-12-16T19:45:09Z
8330,W10hZIJVbtM,"['Croatian', 'Food', 'Future', 'Life', 'TEDxTalks']",29,1289,44,4,Hrana za budućnost | Jadranka Boban Pejić | TEDxZagreb,2021-12-16T19:35:57Z
8331,QGGJoBDW36A,"['AI', 'Data Science', 'French', 'Heart health', 'Medical research', 'Medicine', 'Science', 'Start-up', 'TEDxTalks']",29,397,6,0,Connaissez-vous l'âge de vos vaisseaux ? | Robert Ted Baldwin | TEDxArtsEtMétiersParis,2021-12-16T19:33:13Z
8332,xGWJW4KaoHE,"['English', 'Goal-setting', 'Happiness', 'Life', 'Life Development', 'Personal growth', 'Success', 'TEDxTalks']",29,9645,333,17,Master your subconscious mind | Susanne Fagerström | TEDxMariehamn,2021-12-16T19:26:31Z
8333,4QqIrkgnKjs,"['Acceptance', 'English', 'Grief', 'Life', 'Life Development', 'Love', 'Spirituality', 'TEDxTalks']",29,444,11,0,From Tragic to Magic | Lisa Nicks-Balthasar | TEDxChestnutStreetStudio,2021-12-16T19:20:29Z
8334,ZwkrIKIWMXo,"['Brazilian Technology Activism AI Digital Intelligence Virtual Reality', 'TEDxTalks Portuguese']",29,13964,630,8,Como os vieses raciais da IA podem contaminar o metaverso | Alvaro Machado Dias | TEDxPelourinho,2021-12-16T18:00:46Z
8335,LxK4_ELr9kU,"['Brazilian Humanities Activism Cause Disability Discrimination', 'TEDxTalks Portuguese']",29,336,35,9,Estar vivo basta? | Marcelo Zig | TEDxPelourinho,2021-12-16T18:00:26Z
8336,LZElIuuJBQo,"['Brazilian Humanities Activism Consciousness Debate Masculinity', 'TEDxTalks Portuguese']",29,711,123,15,Cansei de ser macho | Manoel Pinto | TEDxPelourinho,2021-12-16T17:59:54Z
8337,27Zu7QcBO7s,"['Brazilian Humanities Communication Connection Social Media', 'TEDxTalks Portuguese']",29,199,13,5,Como criar conexões para além do online | Gabriela Barbosa | TEDxPelourinho,2021-12-16T17:59:41Z
8338,B9CLbFX0WRk,"['Brazilian Health Childhood Inequality Mental health Racism', 'TEDxTalks Portuguese']",29,178,17,2,A transição capilar é um processo de descolonização estética | Ivani Oliveira | TEDxPelourinho,2021-12-16T17:59:26Z
8339,IKGeE79Fy9o,"['Career', 'Entertainment', 'Games', 'Life', 'Spanish', 'TEDxTalks']",29,730,49,3,¿Qué son 48 segundos? | Federico Grabich | TEDxCasilda,2021-12-16T17:57:59Z
8340,jCWTsbXfIG0,"['Brazilian Global Issues Climate Change Plastic Pollution Technology Water Youth', 'TEDxTalks Portuguese']",29,223,23,4,Microplástico o macroproblema do século 21 | Gabriel Fernandes | TEDxPelourinho,2021-12-16T17:57:18Z
8341,Tu9D5_ZxkaQ,"['Brazilian Design Architecture Community Social Change', 'TEDxTalks Portuguese']",29,137,2,0,O poder da escuta ativa no processo de transformação comunitária | Ester Carro | TEDxPelourinho,2021-12-16T17:56:53Z
8342,pq2lBRgD6jo,"['Acceptance', 'Achievement', 'English', 'Ideas', 'Learning', 'Life', 'Mindfulness', 'TEDxTalks']",29,508,24,1,How Mindfulness Brings Stillness in Life | Deepak Jindal | TEDxDandupurStudio,2021-12-16T17:53:42Z
8343,fSxZXHNXt6g,"['Emotions', 'Empowerment', 'English', 'Fear', 'Life', 'Life Development', 'Passion', 'Personal growth', 'TEDxTalks']",29,21069,387,8,Can Fear Be Your Best Friend? | Elissa Scott | TEDxDerryLondonderryStudio,2021-12-16T17:50:01Z
8344,dCDUVsE8lEs,"['English', 'Entrepreneurship', 'Life', 'Life Development', 'Life Hack', 'Love', 'Personal growth', 'Relationships', 'TEDxTalks']",29,5023,477,46,How to Change Your Life In A Day | Ashley Ann | TEDxBuckhead,2021-12-16T17:43:54Z
8345,CyYJGb0etjs,"['Diet', 'English', 'Fitness', 'Food', 'Health', 'Lifestyle', 'Pandemic', 'TEDxTalks']",29,3656,34,2,How To Make Your Traditional Diet Healthy? | Yash Vardhan Swami | TEDxVivekanandSchool,2021-12-16T17:42:18Z
8346,UmAO0449zwY,"['Brazilian Education Empowerment Goal-setting Happiness Purpose Self improvement Success', 'TEDxTalks Portuguese']",29,396,42,3,Você Não Nasceu Para Ser Alguém na Vida | Kiko Kislansky | TEDxPelourinho,2021-12-16T17:41:53Z
8347,t9NLOVkbR34,"['Brazilian Humanities Activism Journalism Racism', 'TEDxTalks Portuguese']",29,341,35,5,Comunicação antirracista e transformação social | Thais Bernardes | TEDxPelourinho,2021-12-16T17:38:42Z
8348,79ULFnWF0Bk,"['Aging', 'Arabic', 'Book', 'Change', 'Development', 'Social Sciences', 'TEDxTalks']",29,235,5,0,حيث الحياة هناك أمل  .هل بتجازف؟ | Rawan Faroug Mohmed Al.jack | TEDxOmdurmanAlahilaUniversity,2021-12-16T17:38:10Z
8349,j1X4rXZsiwA,"['Arabic', 'Big problems', 'Business', 'Change', 'Community', 'Development', 'TEDxTalks']",29,163,4,1,تمويل ريادة الأعمال | إبراهيم عبدالرحيم حمدي | TEDxOmdurmanAlahilaUniversity,2021-12-16T17:37:55Z
8350,2U481Vn9pA8,"['Africa', 'Arabic', 'Behavioral Economics', 'Body', 'Change', 'Community', 'Economics', 'Science', 'TEDxTalks']",29,85,0,0,peace and security | Logman Osman Alhag | TEDxOmdurmanAlahilaUniversity,2021-12-16T17:37:07Z
8351,kDSQJzcBZOs,"['Africa', 'Art', 'Brand', 'Change', 'Development', 'English', 'Life', 'TEDxTalks']",29,105,1,0,The power and important communication | Benjamin  David Hunter | TEDxOmdurmanAlahilaUniversity,2021-12-16T17:36:52Z
8352,dkN3uQYC0DM,"['Africa', 'Arts education', 'Change', 'Classroom', 'Development', 'Education', 'English', 'TEDxTalks']",29,83,0,0,Sudan Youth Integration | Mohamed Abdualshakoor | TEDxOmdurmanAlahilaUniversity,2021-12-16T17:36:21Z
8353,Xp6cMJj3BN8,"['Behavior', 'English', 'Health', 'Meditation', 'Mental health', 'Mindfulness', 'Students', 'TEDxTalks']",29,1050,46,6,How Your Breath Can Change Your World | Jason Tate | TEDxNaperville,2021-12-16T17:25:34Z
8354,bVtV5MTQ0F0,"['Biotech', 'COVID-19', 'English', 'Health', 'Machine Learning', 'Medical research', 'Medicine', 'TEDxTalks']",29,1104,36,2,Machine Biology: The Future of Limitless Medicine  | César de la Fuente | TEDxPenn,2021-12-16T17:20:39Z
8355,XQx6ccvFS5o,"['Disease', 'English', 'Health', 'Illness', 'Life Development', 'Movement', 'Nutrition', 'Progress', 'TEDxTalks']",29,40438,1010,51,What's Your Shoe Size Got To Do With Chronic Illness?  | Karen Dwyer | TEDxDerryLondonderryStudio,2021-12-16T17:15:20Z
8356,MYy33FhURNM,"['Climate Change', 'Culture', 'Economics', 'English', 'Feminism', 'Global Issues', 'Personal growth', 'Society', 'TEDxTalks']",29,1114,49,15,The Climate crisis : man made problem with a feminist solution? | Aisling Connaughton | TEDxWoodLane,2021-12-16T17:09:10Z
8357,jX8x5WwhQIw,"['Ecology', 'English', 'Environment', 'Humanities', 'Nature', 'Sustainability', 'TEDxTalks', 'Therapy']",29,95,0,0,Rewilding - Loving Nature. Living Nature. | Kimberly Rose | TEDxSantaBarbaraSalon,2021-12-16T17:05:06Z
8358,BVIo8t1uFg8,"['Body', 'Energy', 'English', 'Exercise', 'Fitness', 'Health', 'Mindfulness', 'Struggle', 'TEDxTalks']",29,855,69,11,"If you knew this, you would breathe better | James Lynn | TEDxYouth@Alief",2021-12-16T17:03:11Z
8359,IiWlEdvkFtk,"['Community', 'English', 'Health', 'Nature', 'TEDxTalks']",29,214,8,0,Common Sense Medicine | Rae Neal | TEDxFaurotPark,2021-12-16T16:59:03Z
8360,zoiOm7edUlU,"['Education', 'English', 'Life', 'Personal growth', 'Schools', 'Self improvement', 'TEDxTalks']",29,277,10,0,How To Survive High School? | Vineet Narayan Prajapati | TEDxYouth@BVBRaipur,2021-12-16T16:54:13Z
8361,iK4KA16VjV8,"['Empowerment', 'English', 'Identity', 'Life', 'Life Development', 'Mindfulness', 'Pandemic', 'Passion', 'TEDxTalks']",29,2262,73,15,How To Thrive In An Era Of Uncertainty | Genevieve Searle | TEDxDerryLondonderryStudio,2021-12-16T16:53:56Z
8362,3U187flujmY,"['English', 'Life', 'Motivation', 'Personal growth', 'Positive Thinking', 'Self improvement', 'Self-help', 'TEDxTalks']",29,497,43,6,No Age For an Idea | Pranati Chavali | TEDxYouth@BVBRaipur,2021-12-16T16:53:30Z
8363,JK0AG_1R5jM,"['English', 'Life', 'Motivation', 'Personal growth', 'Positive Thinking', 'Self improvement', 'Self-help', 'TEDxTalks']",29,205,11,0,"Opportunities are meant to Create, Reap & Recreate | Sneha Pandey | TEDxYouth@BVBRaipur",2021-12-16T16:53:16Z
8364,5P2dLd6ZigQ,"['Architecture', 'Climate Change', 'English', 'Environment', 'Global Issues', 'Innovation', 'Sustainability', 'TEDxTalks', 'Urban Planning']",29,888,41,5,"You're the new best urban planner, you just don't know it yet | Sarah Kuhlmann | TEDxC40Cities",2021-12-16T16:52:17Z
8365,fs7KhJ6Rj78,"['Digital', 'English', 'Innovation', 'Life', 'Life Development', 'Motivation', 'Positive Thinking', 'Social Media', 'TEDxTalks']",29,216,17,2,The Digital Demons: The Rise of a Distracted Generation | Yajat Sharma | TEDxYouth@BVBRaipur,2021-12-16T16:51:33Z
8366,tRlHVeXWxCs,"['Beauty', 'Digital', 'English', 'Life', 'Personal growth', 'Positive Thinking', 'Self improvement', 'TEDxTalks', 'Women']",29,887,82,5,Stay Flawsome! | Pranjali Magar | TEDxYouth@BVBRaipur,2021-12-16T16:51:04Z
8367,yDTSVqBPU6M,"['English', 'Health', 'TEDxTalks']",29,118,11,1,Making the wrong health choices | Adeola Ayoola | TEDxUnilorin,2021-12-16T16:48:15Z
8368,QJmWtE_pOgY,"['English', 'Life', 'Motivation', 'Personal growth', 'Positive Thinking', 'Self improvement', 'Self-help', 'TEDxTalks']",29,599,61,5,Starting and Restarting From Zero | Avinash Agarwal | TEDxYouth@BVBRaipur,2021-12-16T16:48:14Z
8369,LGFiC7jRc3A,"['Academic', 'English', 'Life', 'Management', 'Motivation', 'Personal growth', 'Positive Thinking', 'TEDxTalks']",29,318,20,1,Chief “Self” Officer in a VUCA World | Yash Chandalia | TEDxYouth@BVBRaipur,2021-12-16T16:47:17Z
8370,oYggXn7LOlI,"['Empowerment', 'English', 'Life', 'Management', 'Productivity', 'TEDxTalks', 'Women']",29,704,40,10,3 ways Time management can improve your productivity  | Anju Choudhary | TEDxNainiWomen,2021-12-16T16:46:30Z
8371,DUMG6wyrgvM,"['English', 'Global Issues', 'Motivation', 'Positive Thinking', 'Schools', 'Social Change', 'Social Entrepreneurship', 'Society', 'TEDxTalks']",29,119,3,0,Creating Sustainable Opportunities for Rural India | Proteek Kundu | TEDxYouth@BVBRaipur,2021-12-16T16:46:08Z
8372,sAgXK5MwyRU,"['English', 'Forensics', 'Health', 'Medical research', 'Medicine', 'TEDxTalks', 'Teaching']",29,392,31,0,Toxicology in the Medical Curriculum | Dr. Krishnadutt Chavali | TEDxYouth@BVBRaipur,2021-12-16T16:45:37Z
8373,LEqN9bCHKiY,"['Business', 'Cryptocurrency', 'Energy', 'English', 'Finance', 'Innovation', 'Reform', 'Sustainability', 'TEDxTalks']",29,131,8,0,Currencies That Unite the Buck and Deer | Dominic Anto Fernando | TEDxYouth@BVBRaipur,2021-12-16T16:45:17Z
8374,JUvppjrq1Yc,"['Arabic', 'Behavioral Economics', 'Bias', 'Change', 'Early education', 'Health', 'Hope', 'TEDxTalks']",29,96,3,0,Get out of your comfort zone | Mohamed Salah Elias | TEDxOmdurmanAlahilaUniversity,2021-12-16T16:42:43Z
